instrument_id,stable_provision_id,parent_stable_provision_id,article,structural_kind
PUG-DGR1593-2024,PUG-DGR1593-2024:notice-owner-identification,,plan owner-notification procedure,paragraph
PUG-DGR1593-2024,PUG-DGR1593-2024:notice-prescription-issuance,,plan owner-notification procedure,paragraph
PUG-DGR1593-2024,PUG-DGR1593-2024:notice-publication,,plan owner-notification procedure,paragraph
PUG-DGR1593-2024,PUG-DGR1593-2024:notice-refusal-forced-removal,,plan owner-notification procedure,paragraph
PUG-DGR1593-2024,PUG-DGR1593-2024:notice-silence-substitute-execution,,plan owner-notification procedure,paragraph
PUG-DGR1866-2022,PUG-DGR1866-2022:Art7(3)-policy,,plan Article 7(3) policy,paragraph
PUG-DGR1866-2022,PUG-DGR1866-2022:notice-elected-execution,,plan owner-notification procedure,paragraph
PUG-DGR1866-2022,PUG-DGR1866-2022:notice-owner-election,,plan owner-notification procedure,paragraph
PUG-DGR1866-2022,PUG-DGR1866-2022:notice-owner-identification,,plan owner-notification procedure,paragraph
PUG-DGR1866-2022,PUG-DGR1866-2022:notice-prescription-issuance,,plan owner-notification procedure,paragraph
PUG-DGR1866-2022,PUG-DGR1866-2022:notice-publication,,plan owner-notification procedure,paragraph
PUG-DGR1866-2022,PUG-DGR1866-2022:notice-refusal-forced-removal,,plan owner-notification procedure,paragraph
PUG-DGR1866-2022,PUG-DGR1866-2022:notice-silence-substitute-execution,,plan owner-notification procedure,paragraph
PUG-DGR1866-2022,PUG-DGR1866-2022:st53-crop-exclusion-conflict,,plan ST53 crop exclusion,paragraph
PUG-DGR343-2022,PUG-DGR343-2022:Art7(3)-policy,,plan Article 7(3) policy,paragraph
PUG-DGR343-2022,PUG-DGR343-2022:notice-elected-execution,,plan owner-notification procedure,paragraph
PUG-DGR343-2022,PUG-DGR343-2022:notice-owner-election,,plan owner-notification procedure,paragraph
PUG-DGR343-2022,PUG-DGR343-2022:notice-owner-identification,,plan owner-notification procedure,paragraph
PUG-DGR343-2022,PUG-DGR343-2022:notice-prescription-issuance,,plan owner-notification procedure,paragraph
PUG-DGR343-2022,PUG-DGR343-2022:notice-publication,,plan owner-notification procedure,paragraph
PUG-DGR343-2022,PUG-DGR343-2022:notice-refusal-forced-removal,,plan owner-notification procedure,paragraph
PUG-DGR343-2022,PUG-DGR343-2022:notice-silence-substitute-execution,,plan owner-notification procedure,paragraph
PUG-DGR538-2021,PUG-DGR538-2021:Art7(3)-policy,,plan Article 7(3) policy,paragraph
PUG-DGR538-2021,PUG-DGR538-2021:notice-elected-execution,,plan owner-notification procedure,paragraph
PUG-DGR538-2021,PUG-DGR538-2021:notice-owner-election,,plan owner-notification procedure,paragraph
PUG-DGR538-2021,PUG-DGR538-2021:notice-owner-identification,,plan owner-notification procedure,paragraph
PUG-DGR538-2021,PUG-DGR538-2021:notice-prescription-issuance,,plan owner-notification procedure,paragraph
PUG-DGR538-2021,PUG-DGR538-2021:notice-publication,,plan owner-notification procedure,paragraph
PUG-DGR538-2021,PUG-DGR538-2021:notice-refusal-forced-removal,,plan owner-notification procedure,paragraph
PUG-DGR538-2021,PUG-DGR538-2021:notice-silence-substitute-execution,,plan owner-notification procedure,paragraph
PUG-DPGR22-2021,PUG-DPGR22-2021:Art.20(3):publication-not-notice,,Art.20(3):publication-not-notice,paragraph
PUG-LR14-2007,PUG-LR14-2007:Art.5(2):provisional-listing-pending-recognition,,5(2):provisional-listing-pending-recognition,paragraph
PUG-LR14-2007,PUG-LR14-2007:Art.5(3):definitive-listing,,5(3):definitive-listing,paragraph
PUG-LR3-2010,PUG-LR3-2010:Art.3-bis(1)(a),,3-bis(1)(a),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.2(1),,Art.2(1),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.2(2),,Art.2(2),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.2(3),,Art.2(3),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.2(4),,Art.2(4),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.3(1),,3(1),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.3(2),,3(2),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.3(3),,3(3),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.3(4):may-revoke,,3(4),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.4(1),,Art.4(1),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.4(2),,Art.4(2),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.4(3):access,,Art.4(3),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.4(3):laboratory,,Art.4(3),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.4(3):sampling,,Art.4(3),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.4(3):survey-route,,Art.4(3),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.4(4),,Art.4(4),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.4(5),,Art.4(5),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.4(6):follow-up,,Art.4(6),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.4(6):vector,,Art.4(6),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.4(7),,Art.4(7),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.5(1),,5(1),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.5(2),,5(2),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.5(3),,5(3),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.5(4),,5(4),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.5(5),,5(5),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.5(6),,5(6),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.6(1),,Art.6(1),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.6(2),,Art.6(2),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.6(3),,Art.6(3),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.7(1),,7(1),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.7(2),,7(2),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.7(4),,7(4),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.8(5):protected-uninfected-retention,,8(5),paragraph
PUG-LR4-2017,PUG-LR4-2017:Art.8(7bis):infected-piana-alternative-boundary,,8(7bis),paragraph
REG-PUGLIA-U181-DIR-2021-00069,REG-PUGLIA-U181-DIR-2021-00069:canosa-reduced-buffer,,operative decision,paragraph
REG-PUGLIA-U181-DIR-2021-00069,REG-PUGLIA-U181-DIR-2021-00069:partial-parcel-rule,,operative decision,paragraph
REG-PUGLIA-U181-DIR-2021-00069,REG-PUGLIA-U181-DIR-2021-00069:pauca-area-update,,operative decision,paragraph
REG-PUGLIA-U181-DIR-2021-00135,REG-PUGLIA-U181-DIR-2021-00135:case-delta:seasonal-no-treatment-judgment,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2021-00177,REG-PUGLIA-U181-DIR-2021-00177:commission-notification,,operative decision,paragraph
REG-PUGLIA-U181-DIR-2021-00177,REG-PUGLIA-U181-DIR-2021-00177:post-lift-plant-surveillance,,operative decision,paragraph
REG-PUGLIA-U181-DIR-2021-00177,REG-PUGLIA-U181-DIR-2021-00177:post-lift-vector-monitoring,,operative decision,paragraph
REG-PUGLIA-U181-DIR-2021-00177,REG-PUGLIA-U181-DIR-2021-00177:revoke-canosa,,operative decision,paragraph
REG-PUGLIA-U181-DIR-2022-00004,REG-PUGLIA-U181-DIR-2022-00004:case-delta:piana-alternative-election-conflict,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2022-00006,REG-PUGLIA-U181-DIR-2022-00006:case-delta:identity-duty-transfer,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2022-00006,REG-PUGLIA-U181-DIR-2022-00006:case-delta:seasonal-no-treatment-judgment,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2022-00031,REG-PUGLIA-U181-DIR-2022-00031:containment-pool-decomposition,,historical positive-pool identity routing (containment zone),paragraph
REG-PUGLIA-U181-DIR-2022-00031,REG-PUGLIA-U181-DIR-2022-00031:containment-treatment-removal-sequence,,historical containment treatment and removal sequence,paragraph
REG-PUGLIA-U181-DIR-2022-00031,REG-PUGLIA-U181-DIR-2022-00031:cq-analytical-result-classification,,historical analytical-result classification,paragraph
REG-PUGLIA-U181-DIR-2022-00031,REG-PUGLIA-U181-DIR-2022-00031:destruction-root-wood-completion,,"historical destruction, root and wood completion",paragraph
REG-PUGLIA-U181-DIR-2022-00031,REG-PUGLIA-U181-DIR-2022-00031:doubtful-result-route,,historical doubtful-result routing,paragraph
REG-PUGLIA-U181-DIR-2022-00031,REG-PUGLIA-U181-DIR-2022-00031:eradication-treatment-removal-sequence,,historical eradication treatment and removal sequence,paragraph
REG-PUGLIA-U181-DIR-2022-00031,REG-PUGLIA-U181-DIR-2022-00031:execution-oversight-and-record,,historical execution oversight and record,paragraph
REG-PUGLIA-U181-DIR-2022-00031,REG-PUGLIA-U181-DIR-2022-00031:first-level-analysis-registration-return,,"Annex A section 3 — first-level analysis, registration and subsequent return",paragraph
REG-PUGLIA-U181-DIR-2022-00031,REG-PUGLIA-U181-DIR-2022-00031:obstruction-remedy-route,,historical obstruction remedy route,paragraph
REG-PUGLIA-U181-DIR-2022-00031,REG-PUGLIA-U181-DIR-2022-00031:pest-free-buffer-pool-confirmation,,historical pest-free/buffer confirmation routing,paragraph
REG-PUGLIA-U181-DIR-2022-00031,REG-PUGLIA-U181-DIR-2022-00031:sample-custody-transfer,,historical sample custody transfer,paragraph
REG-PUGLIA-U181-DIR-2022-00031,REG-PUGLIA-U181-DIR-2022-00031:st53-crop-exclusion-conflict,,historical 50 m retention exclusions,paragraph
REG-PUGLIA-U181-DIR-2022-00127,REG-PUGLIA-U181-DIR-2022-00127:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2023-00045,REG-PUGLIA-U181-DIR-2023-00045:case-delta:pending-monumental-recognition-hold,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2023-00051,REG-PUGLIA-U181-DIR-2023-00051:case-delta:correction-scope-unresolved,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2023-00096,REG-PUGLIA-U181-DIR-2023-00096:case-delta:pre-m4-monopoli-eradication-fork,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2024-00008,REG-PUGLIA-U181-DIR-2024-00008:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2024-00012,REG-PUGLIA-U181-DIR-2024-00012:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2024-00018,REG-PUGLIA-U181-DIR-2024-00018:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2024-00027,REG-PUGLIA-U181-DIR-2024-00027:case-delta:pre-m4-containment-authority-conflict,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2024-00029,REG-PUGLIA-U181-DIR-2024-00029:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2024-00045,REG-PUGLIA-U181-DIR-2024-00045:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2024-00052,REG-PUGLIA-U181-DIR-2024-00052:case-delta:st1-olive-nonmembership-boundary,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2024-00052,REG-PUGLIA-U181-DIR-2024-00052:case-delta:staged-article7-workload,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2024-00091,REG-PUGLIA-U181-DIR-2024-00091:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2024-00092,REG-PUGLIA-U181-DIR-2024-00092:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2024-00093,REG-PUGLIA-U181-DIR-2024-00093:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2024-00094,REG-PUGLIA-U181-DIR-2024-00094:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2024-00138,REG-PUGLIA-U181-DIR-2024-00138:case-delta:post-m5-stale-article7-text,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2024-00148,REG-PUGLIA-U181-DIR-2024-00148:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2024-00151,REG-PUGLIA-U181-DIR-2024-00151:case-delta:post-m5-stale-article7-text,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2024-00158,REG-PUGLIA-U181-DIR-2024-00158:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2024-00158,REG-PUGLIA-U181-DIR-2024-00158:containment-selection,,containment selection,paragraph
REG-PUGLIA-U181-DIR-2024-00165,REG-PUGLIA-U181-DIR-2024-00165:case-delta:annex-only-municipality-correction,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2024-00188,REG-PUGLIA-U181-DIR-2024-00188:case-delta:deferred-50m-workload-completion,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2024-00198,REG-PUGLIA-U181-DIR-2024-00198:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2025-00011,REG-PUGLIA-U181-DIR-2025-00011:case-delta:ownership-correction,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2025-00011,REG-PUGLIA-U181-DIR-2025-00011:case-delta:three-day-owner-change-report,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:area-act-before-gis,,Annex A area lifecycle,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:asparagus-non-sampling-conflict,,survey crop exclusion,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:containment-execution-evidence,,Annex A containment execution evidence,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:containment-execution-verification,,Annex A containment execution verification,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:containment-removal-population-support,,Annex A containment removal-population support,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:containment-root-wood-completion,,Annex A containment root/wood completion,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:containment-treatment-removal-sequence,,Annex A containment treatment/removal,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:cq-analytical-result-classification,,Cq analytical classification,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:doubtful-result-route,,Annex A diagnostic interpretation,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:eradication-execution-verification,,Annex A eradication execution verification,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:eradication-removal-population-support,,Annex A eradication removal-population support,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:execution-evidence,,Annex A eradication execution evidence,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:executor-selection,,Annex A §3 organisation of removals,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:first-level-result-return,,Annex A section 3 — first-level result return,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:obstruction-remedy-route,,Annex A eradication execution,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:pest-free-positive-routing,,Annex A pest-free positive routing,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:positive-pool-identity-route,,Annex A positive routing,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:positive-sample-cnr-return,,Annex A Part IV sections 2–3 — positive-sample CNR analysis and return,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:post-finding-containment-sampling,,Annex A infected-plant finding — containment,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:post-finding-pest-free-buffer-sampling,,Annex A infected-plant finding — pest-free/buffer,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:root-wood-completion,,Annex A eradication root/wood completion,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:sample-custody-transfer,,Annex A sample delivery,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:st26-olive-exclusion-conflict,,eradication crop exclusion,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:st53-citrus-prunus-exclusion-conflict,,eradication crop exclusion,paragraph
REG-PUGLIA-U181-DIR-2025-00045,REG-PUGLIA-U181-DIR-2025-00045:treatment-removal-sequence,,Annex A eradication treatment/removal,paragraph
REG-PUGLIA-U181-DIR-2025-00059,REG-PUGLIA-U181-DIR-2025-00059:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2025-00106,REG-PUGLIA-U181-DIR-2025-00106:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2025-00113,REG-PUGLIA-U181-DIR-2025-00113:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2025-00115,REG-PUGLIA-U181-DIR-2025-00115:case-delta:post-m5-stale-article7-text,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2025-00117,REG-PUGLIA-U181-DIR-2025-00117:case-delta:failed-service-represcription,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2025-00117,REG-PUGLIA-U181-DIR-2025-00117:case-delta:st1-olive-nonmembership-boundary,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2025-00126,REG-PUGLIA-U181-DIR-2025-00126:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2025-00132,REG-PUGLIA-U181-DIR-2025-00132:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2025-00141,REG-PUGLIA-U181-DIR-2025-00141:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2025-00147,REG-PUGLIA-U181-DIR-2025-00147:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2025-00163,REG-PUGLIA-U181-DIR-2025-00163:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2025-00201,REG-PUGLIA-U181-DIR-2025-00201:case-delta:infected-plant-execution-priority,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2025-00236,REG-PUGLIA-U181-DIR-2025-00236:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2026-00002,REG-PUGLIA-U181-DIR-2026-00002:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2026-00004,REG-PUGLIA-U181-DIR-2026-00004:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2026-00012,REG-PUGLIA-U181-DIR-2026-00012:almond-characterization,,almond-characterization,paragraph
REG-PUGLIA-U181-DIR-2026-00035,REG-PUGLIA-U181-DIR-2026-00035:case-delta:post-m5-stale-article7-text,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2026-00063,REG-PUGLIA-U181-DIR-2026-00063:case-delta:omitted-parcel-supplement,,case operative delta,paragraph
REG-PUGLIA-U181-DIR-2026-00082,REG-PUGLIA-U181-DIR-2026-00082:area-state-transition,,operative area decision,paragraph
REG-PUGLIA-U181-DIR-2026-00112,REG-PUGLIA-U181-DIR-2026-00112:area-state-transition,,operative area decision,paragraph
