provision_version_id,instrument_id,stable_provision_id,effective_from,effective_to_exclusive,application_basis,source_uri,source_snapshot_hashes,source_snapshot_dates,exact_change_kind,semantic_change,actor_role,modality,true_effect,false_effect,reserved_decision_owner,evidence_contract,external_dependencies,rule_determinacy,authority_judgment_required,authority_judgment_kind,legal_linguistic_conflict,semantic_note
IT-DLGS-19-2021:Art.33(2):communication-method-and-terms:v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.33(2):communication-method-and-terms,2021-03-13,,D.lgs. 19/2021 effective 2021-03-13 under Law 241/1990 Article 21-bis,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art33!vig=2021-03-13,35367bd6d3dbdf59d65a671ae8e942b9519097c6aabbd03abf1972e4c2cb20c9,2021-03-13,INITIAL,INITIAL,Competent central or territorial regional plant-health service,-,Allocates authority to establish the methods and terms used to communicate that plant-health measure or ordinance.,-,Competent central or territorial regional plant-health service,Exact plant-health measure or ordinance and recipients; applicable Law 241 Article 21-bis route; competent service decision establishing communication methods and terms.,"[""IT-L241-A21BIS:Art.21-bis(1):individual-communication-effect"",""IT-L241-A21BIS:Art.21-bis(1):mass-publicity-route"",""IT-L241-A21BIS:Art.21-bis(1):motivated-immediate-effect"",""IT-L241-A21BIS:Art.21-bis(1):urgent-cautionary-effect""]",DETERMINISTIC_RULE,YES,COMMUNICATION_METHOD_AND_TERMS,-,This authority allocation does not prove that communication occurred or that the measure became effective. A generic plan statement does not prove mass-publicity predicates for a specific act.
IT-DLGS-19-2021:Art.33(2):public-force-assistance:v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.33(2):public-force-assistance,2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; held Article 33 text governs the admitted event horizon,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art33!vig=2021-03-13,35367bd6d3dbdf59d65a671ae8e942b9519097c6aabbd03abf1972e4c2cb20c9,2021-03-13,INITIAL,INITIAL,Competent territorial plant-health service,may,Request assistance from the Prefect for public-force support.,"Without proven owner opposition to the authorized intervention, this Prefect-assistance route is unavailable. Missing opposition evidence remains UNKNOWN.",Competent territorial plant-health service,Applicable measure and authorized intervention; exact owner and land; proven opposition; competent territorial-service request and Prefect response.,[],DETERMINISTIC_RULE,YES,RESERVED_PREFECT_ASSISTANCE_REQUEST,-,Field personnel or delegates may document obstruction. The legally effective request remains made by or attributable to the competent territorial plant-health service.
IT-DLGS-19-2021:Art.5(1):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.5(1),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; later held amendments do not change this admitted substantive authority allocation,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art5!vig=2021-03-13,3e29381a1d9e70208089cae147f7a4337b5a625a468cc51aabaab009a8bfa5dd,2021-03-13,INITIAL,INITIAL,Central plant-health service,-,"Allocates sole national coordination, supervision and plant-health liaison authority to the Central Plant Health Service.",-,Central plant-health service,"Effective authenticated competence provision; exact actor and source-native function; the exact opinion, approval or resulting act only where this provision requires it.",[],DETERMINISTIC_RULE,NO,-,-," Terminal framework citations for this proposition: EU-2017-625:Art.103, EU-2017-625:Art.4. The retained national text fully states the in-scope actor, trigger and effect; no separate Stage A branch is imported."
IT-DLGS-19-2021:Art.5(4)(e):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.5(4)(e),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; later held amendments do not change this admitted substantive authority allocation,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art5!vig=2021-03-13,3e29381a1d9e70208089cae147f7a4337b5a625a468cc51aabaab009a8bfa5dd,2021-03-13,INITIAL,INITIAL,Central plant-health service,-,"Allocates to the Central Plant Health Service adoption of plant-protection measures, technical standards, operating procedures and stricter prescriptions, after National Plant Health Committee opinion.",-,Central plant-health service,"Effective authenticated competence provision; exact actor and source-native function; the exact opinion, approval or resulting act only where this provision requires it.",[],DETERMINISTIC_RULE,YES,AUTHORIZED_ADOPTION_AFTER_OPINION,-,"The source requires National Plant Health Committee opinion. That opinion is not silently equated with the committee approval event in Article 7(3)(c). Terminal framework citations for this proposition: EU-2016-2031:Art.31. The retained national text fully states the in-scope actor, trigger and effect; no separate Stage A branch is imported."
IT-DLGS-19-2021:Art.5(4)(f):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.5(4)(f),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; later held amendments do not change this admitted substantive authority allocation,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art5!vig=2021-03-13,3e29381a1d9e70208089cae147f7a4337b5a625a468cc51aabaab009a8bfa5dd,2021-03-13,INITIAL,INITIAL,Central plant-health service,-,"Allocates adoption of central plant-health ordinances to the Central Plant Health Service, in conformity with the acts approved by the National Plant Health Committee.",-,Central plant-health service,"Effective authenticated competence provision; exact actor and source-native function; the exact opinion, approval or resulting act only where this provision requires it.",[],DETERMINISTIC_RULE,YES,AUTHORIZED_ADOPTION_AFTER_APPROVAL,-,
IT-DLGS-19-2021:Art.5(4)(g):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.5(4)(g),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; later held amendments do not change this admitted substantive authority allocation,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art5!vig=2021-03-13,3e29381a1d9e70208089cae147f7a4337b5a625a468cc51aabaab009a8bfa5dd,2021-03-13,INITIAL,INITIAL,Central plant-health service,-,"Allocates central adoption of the national survey programme and national emergency and action plans, after National Plant Health Committee opinion.",-,Central plant-health service,"Effective authenticated competence provision; exact actor and source-native function; the exact opinion, approval or resulting act only where this provision requires it.",[],DETERMINISTIC_RULE,YES,AUTHORIZED_ADOPTION_AFTER_OPINION,-,"Committee opinion, committee approval where separately required, and central adoption remain distinct legal events."
IT-DLGS-19-2021:Art.5(4)-stem:v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.5(4)-stem,2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; later held amendments do not change this admitted substantive authority allocation,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art5!vig=2021-03-13,3e29381a1d9e70208089cae147f7a4337b5a625a468cc51aabaab009a8bfa5dd,2021-03-13,INITIAL,INITIAL,Central plant-health service,-,Introduces the source-native competence list reserved to the Central Plant Health Service.,-,Central plant-health service,"Effective authenticated competence provision; exact actor and source-native function; the exact opinion, approval or resulting act only where this provision requires it.",[],DETERMINISTIC_RULE,NO,-,-,
IT-DLGS-19-2021:Art.55(13):coercive-removal:v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.55(13):coercive-removal,2021-03-13,,D.lgs. 19/2021 Article 55(13),https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art55!vig=2026-08-28,dd740d392f16a3886a2fd6ed642f9b4f8e51bb54ea081390d62eee77bd88220c,2026-08-28,INITIAL,INITIAL,Regional plant-health service,may,Order coercive removal of the plants covered by the proven omitted prescription.,"Complete conforming execution defeats coercive removal under this route. Missing prescription, infection, duty or execution evidence remains UNKNOWN.",Regional plant-health service,"Valid removal prescription; official evidence that the plants carry the quarantine pest; exact obligated owner, occupier or holder; effective notice; proof of omitted execution; competent coercive-removal decision.",[],DETERMINISTIC_RULE,YES,COERCIVE_REMOVAL_DECISION,-,Coercive removal is distinct from direct public execution and Article 32 substitute execution. It does not require a final monetary-sanction decision as an antecedent.
IT-DLGS-19-2021:Art.55(13):coercive-removal-costs:v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.55(13):coercive-removal-costs,2021-03-13,,D.lgs. 19/2021 Article 55(13),https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art55!vig=2026-08-28,dd740d392f16a3886a2fd6ed642f9b4f8e51bb54ea081390d62eee77bd88220c,2026-08-28,INITIAL,INITIAL,Regional plant-health service,shall,Charge the costs of coercive removal to the proven offender.,"Without lawful coercive removal and a proven offender, this cost-charging effect is unavailable. Missing identity or cost evidence remains UNKNOWN.",Regional plant-health service,Lawful coercive-removal decision; as-run removal work and cost record; evidence identifying the person who omitted the original duty and is legally chargeable as the offender.,[],DETERMINISTIC_RULE,YES,COERCIVE_REMOVAL_COST_CHARGE,-,Cost charging is downstream of lawful coercive removal and cannot be inferred from a missing execution record.
IT-DLGS-19-2021:Art.55(13):obstruction-sanction:v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.55(13):obstruction-sanction,2021-03-13,,D.lgs. 19/2021 Article 55 under the applicable Law 689 administrative-sanction procedure,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art55!vig=2026-08-28,dd740d392f16a3886a2fd6ed642f9b4f8e51bb54ea081390d62eee77bd88220c,2026-08-28,INITIAL,INITIAL,-,-,"Make the Article 55(13) first-period sanction range, increased twofold, available for competent adjudication.","Without proven obstruction of lawful coercive removal, this enhanced sanction route is unavailable. Missing obstruction evidence remains UNKNOWN.",Regional plant-health service,"Lawful coercive-removal authority; exact person and obstructed intervention; proof of obstruction; contest or notification, defence and competent final sanction decision.","[""IT-L689-1981:Art.14:immediate-contest"",""IT-L689-1981:Art.14:later-notification"",""IT-L689-1981:Art.17:violation-report"",""IT-L689-1981:Art.18:adjudication-process""]",DETERMINISTIC_RULE,YES,SANCTION_AVAILABILITY_AND_AMOUNT_DECISION,-,"Obstruction is a separate violation. It cannot be inferred from silence, delayed response or missing field evidence."
IT-DLGS-19-2021:Art.55(13):omitted-removal-sanction:v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.55(13):omitted-removal-sanction,2021-03-13,,D.lgs. 19/2021 Article 55 under the applicable Law 689 administrative-sanction procedure,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art55!vig=2026-08-28,dd740d392f16a3886a2fd6ed642f9b4f8e51bb54ea081390d62eee77bd88220c,2026-08-28,INITIAL,INITIAL,-,-,Make the statutory administrative fine range available for competent adjudication.,"Complete conforming execution defeats this sanction route. Missing prescription, infection, duty or execution evidence remains UNKNOWN.",Regional plant-health service,"Valid removal prescription; official evidence of quarantine-pest presence in the plants; exact owner, occupier or holder; effective notice and deadline; proof of omitted execution; contest or notification, defence and competent final sanction decision.","[""IT-L689-1981:Art.14:immediate-contest"",""IT-L689-1981:Art.14:later-notification"",""IT-L689-1981:Art.17:violation-report"",""IT-L689-1981:Art.18:adjudication-process""]",DETERMINISTIC_RULE,YES,SANCTION_AVAILABILITY_AND_AMOUNT_DECISION,-,The removal prescription and its breach precede sanction adjudication. A warning or contest is not a final sanction.
IT-DLGS-19-2021:Art.55(15):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.55(15),2021-03-13,,D.lgs. 19/2021 Article 55 under the applicable Law 689 administrative-sanction procedure,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art55!vig=2026-08-28,dd740d392f16a3886a2fd6ed642f9b4f8e51bb54ea081390d62eee77bd88220c,2026-08-28,INITIAL,INITIAL,-,-,Make the statutory administrative fine range available for competent adjudication.,"Complete conforming execution defeats this sanction route. Missing measure, applicability, notice, duty or execution evidence remains UNKNOWN.",Regional plant-health service,"Valid applicable measure, decree or ordinance; exact obligated person, required performance, notice and clock; proof of nonexecution; contest or notification, defence and competent final sanction decision.","[""IT-L689-1981:Art.14:immediate-contest"",""IT-L689-1981:Art.14:later-notification"",""IT-L689-1981:Art.17:violation-report"",""IT-L689-1981:Art.18:adjudication-process""]",DETERMINISTIC_RULE,YES,SANCTION_AVAILABILITY_AND_AMOUNT_DECISION,-,This provision sanctions proven nonexecution. It does not define the underlying measure or convert missing implementation evidence into breach.
IT-DLGS-19-2021:Art.55(25):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.55(25),2021-03-13,,D.lgs. 19/2021 Article 55 under the applicable Law 689 administrative-sanction procedure,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art55!vig=2026-08-28,dd740d392f16a3886a2fd6ed642f9b4f8e51bb54ea081390d62eee77bd88220c,2026-08-28,INITIAL,INITIAL,-,-,Make the statutory administrative fine range available for competent adjudication.,"Lawful access and cooperation defeat this sanction route. Missing authority, access, obstruction or cooperation evidence remains UNKNOWN.",Regional plant-health service,"Authorized inspection or control, exact officials, place, person and applicable cooperation duty; proof of denial, obstruction or breach; contest or notification, defence and competent final sanction decision.","[""IT-L689-1981:Art.14:immediate-contest"",""IT-L689-1981:Art.14:later-notification"",""IT-L689-1981:Art.17:violation-report"",""IT-L689-1981:Art.18:adjudication-process""]",DETERMINISTIC_RULE,YES,SANCTION_AVAILABILITY_AND_AMOUNT_DECISION,-,This sanction route requires lawful inspection or control authority. It does not cure a missing access predicate or territorial authorization under Article 33. The national sanction provision fully states the in-scope denial/obstruction/cooperation predicates. Its enumerated parent-law citations terminate here unless a particular underlying duty is separately adjudicated.
IT-DLGS-19-2021:Art.55(29):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.55(29),2021-03-13,,D.lgs. 19/2021 Article 55(29),https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art55!vig=2026-08-28,dd740d392f16a3886a2fd6ed642f9b4f8e51bb54ea081390d62eee77bd88220c,2026-08-28,INITIAL,INITIAL,-,-,Apply the current provisions of Law 689/1981 to the ungoverned procedural matter.,"Where D.lgs. 19/2021 expressly governs the matter, the express rule controls. Missing express-rule analysis remains UNKNOWN.",-,Exact sanction matter; analysis of whether D.lgs. 19/2021 expressly governs it; effective Law 689 provision and procedural record.,"[""IT-L689-1981:Art.13:violation-evidence-collection"",""IT-L689-1981:Art.14:immediate-contest"",""IT-L689-1981:Art.14:later-notification"",""IT-L689-1981:Art.14:untimely-notification-extinction"",""IT-L689-1981:Art.16:reduced-payment"",""IT-L689-1981:Art.17:violation-report"",""IT-L689-1981:Art.18:defence-and-hearing-request"",""IT-L689-1981:Art.18:adjudication-process""]",DETERMINISTIC_RULE,YES,PROCEDURAL_GAP_CLASSIFICATION,-,"Law 689 fills procedural gaps. It does not rewrite an express D.lgs. 19 violation, actor, remedy or amount range. The residual procedure resolves through the retained exact Law 689 atoms, not a whole-instrument edge."
IT-DLGS-19-2021:Art.55(30):regional-sanction-competence:v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.55(30):regional-sanction-competence,2021-03-13,,D.lgs. 19/2021 Article 55(30),https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art55!vig=2026-08-28,dd740d392f16a3886a2fd6ed642f9b4f8e51bb54ea081390d62eee77bd88220c,2026-08-28,INITIAL,INITIAL,Regional and autonomous-province plant-health services,-,Allocates competence to impose the administrative sanctions under D.lgs. 19/2021 to the regional and autonomous-province plant-health services.,-,Regional and autonomous-province plant-health services,Exact territorial competence; violation and procedural record; competent regional or provincial final sanction decision.,[],DETERMINISTIC_RULE,YES,RESERVED_FINAL_SANCTION_DECISION,-,Competence to impose sanctions does not make a violation finding or satisfy the required procedure. Revenue allocation is outside the admitted Osservatorio decision aperture.
IT-DLGS-19-2021:Art.55(9):notification-violation:v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.55(9):notification-violation,2021-03-13,,D.lgs. 19/2021 Article 55 under the applicable Law 689 administrative-sanction procedure,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art55!vig=2026-08-28,dd740d392f16a3886a2fd6ed642f9b4f8e51bb54ea081390d62eee77bd88220c,2026-08-28,INITIAL,INITIAL,-,-,Make the statutory administrative-sanction range available for competent adjudication.,"If the reporting duty was satisfied, this sanction route is unavailable. Missing duty, knowledge, reporting or violation evidence remains UNKNOWN.",Regional plant-health service,"Active Article 28(1) duty; exact obligated person and knowledge; reporting deadline and route; proof of noncompliance; contest or notification, defence and competent final sanction decision under the applicable procedure.","[""IT-L689-1981:Art.14:immediate-contest"",""IT-L689-1981:Art.14:later-notification"",""IT-L689-1981:Art.17:violation-report"",""IT-L689-1981:Art.18:adjudication-process"",""IT-DLGS-19-2021:Art.28(1)""]",DETERMINISTIC_RULE,YES,SANCTION_AVAILABILITY_AND_AMOUNT_DECISION,-,"Violation evidence makes the sanction range available. It does not establish final liability or amount without the required contest, defence and adjudication sequence. The sanction predicate resolves through the retained national Article 28(1) duty and Law 689 procedure; the parent-law citation terminates at the national implementation."
IT-DLGS-19-2021:Art.6(1):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.6(1),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; later held amendments do not change this admitted substantive authority allocation,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art6!vig=2021-03-13,925183f1f19a56229d15b940ab208d67f16184b389fafd3a2a5865f837c5a35f,2021-03-13,INITIAL,INITIAL,Regional plant-health service,-,Allocates territorial implementation authority to each Regional Plant Health Service.,-,Regional plant-health service,"Effective authenticated competence provision; exact actor and source-native function; the exact opinion, approval or resulting act only where this provision requires it.",[],DETERMINISTIC_RULE,NO,-,-,
IT-DLGS-19-2021:Art.6(3)(b):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.6(3)(b),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; later held amendments do not change this admitted substantive authority allocation,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art6!vig=2021-03-13,925183f1f19a56229d15b940ab208d67f16184b389fafd3a2a5865f837c5a35f,2021-03-13,INITIAL,INITIAL,Regional plant-health service,-,Allocates territorial implementation of plant-protection activities to the Regional Plant Health Service.,-,Regional plant-health service,Effective provision and competent territorial Regional Plant Health Service.,[],DETERMINISTIC_RULE,NO,-,-,Concrete activities still require their exact substantive legal basis.
IT-DLGS-19-2021:Art.6(3)(g):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.6(3)(g),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; later held amendments do not change this admitted substantive authority allocation,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art6!vig=2021-03-13,925183f1f19a56229d15b940ab208d67f16184b389fafd3a2a5865f837c5a35f,2021-03-13,INITIAL,INITIAL,Regional plant-health service,-,The competent Regional Plant Health Service defines the demarcated area (authority allocation) and must obtain the prior National Plant Health Committee opinion. A proven breach remains a breach even where its legal consequence has been competently resolved; it does not itself remove the service's authority or establish present inoperativity.,Without a finding requiring demarcation the authority is not engaged; missing opinion evidence is neither a breach nor a bar.,Regional plant-health service,"Effective authenticated competence provision; exact actor and source-native function; the exact opinion, approval or resulting act only where this provision requires it.","[""EU-2016-2031:Art.18"",""EU-2020-1201:4(1)"",""EU-2020-1201:5(1)"",""EU-2020-1201:6(1)""]",AUTHORITY_JUDGMENT_REQUIRED,YES,whether an exact or standing committee opinion validly covers the area decision; any unsettled legal consequence belongs to the operative-area assessment,-,"Authority allocation, prior-opinion duty and current act operativity are distinct. Proven omission preserves the breach, not a perpetual requirement to readjudicate a resolved consequence. Current operative effect is assessed by the regional legal-area owner; neither automatic cure nor an opinion-evidence loading gate is implied."
IT-DLGS-19-2021:Art.6(3)(o):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.6(3)(o),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; later held amendments do not change this admitted substantive authority allocation,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art6!vig=2021-03-13,925183f1f19a56229d15b940ab208d67f16184b389fafd3a2a5865f837c5a35f,2021-03-13,INITIAL,INITIAL,Regional plant-health service,-,"Allocates prescription of necessary territorial official measures, including destruction where authorized, to the competent Regional Plant Health Service. The applicable substantive EU branch determines the lawful population and effect.",-,Regional plant-health service,"Effective authenticated competence provision; exact actor and source-native function; the exact opinion, approval or resulting act only where this provision requires it.",[],DETERMINISTIC_RULE,YES,RESERVED_TERRITORIAL_PRESCRIPTION,-,This proposition allocates territorial prescription authority. Each concrete prescription must name the exact effective substantive EU provision and population it implements.
IT-DLGS-19-2021:Art.6(3)-stem:v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.6(3)-stem,2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; later held amendments do not change this admitted substantive authority allocation,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art6!vig=2021-03-13,925183f1f19a56229d15b940ab208d67f16184b389fafd3a2a5865f837c5a35f,2021-03-13,INITIAL,INITIAL,Regional plant-health service,-,Introduces the source-native territorial competence list reserved to Regional Plant Health Services.,-,Regional plant-health service,"Effective authenticated competence provision; exact actor and source-native function; the exact opinion, approval or resulting act only where this provision requires it.",[],DETERMINISTIC_RULE,NO,-,-,
IT-DLGS-19-2021:Art.7(3)(c):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.7(3)(c),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; later held amendments do not change this admitted substantive authority allocation,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art7!vig=2021-03-13,3ce58d7c9e8cc58c747486cdc45b55a81c3df06eb4bc55e66a31b7108ed61bb6,2021-03-13,INITIAL,INITIAL,National Plant Health Committee,-,"Allocates approval of the source-native acts listed in items 1–6 and 8–10, and the committee opinion on designation of national reference laboratories and the national network in item 7, to the National Plant Health Committee. Neither approval nor opinion itself adopts, designates or territorially implements the downstream act.",-,National Plant Health Committee,"Effective authenticated competence provision; exact actor and source-native function; the exact opinion, approval or resulting act only where this provision requires it.",[],DETERMINISTIC_RULE,YES,RESERVED_APPROVAL,-,"Items 1–6 and 8–10 are approval competences. Item 7 is an opinion competence. Neither effect adopts a central instrument, designates a laboratory, publishes an ordinance, creates territorial geometry or implements a regional measure."
IT-DLGS-19-2021:Art.7(3)-stem:v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.7(3)-stem,2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; later held amendments do not change this admitted substantive authority allocation,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art7!vig=2021-03-13,3ce58d7c9e8cc58c747486cdc45b55a81c3df06eb4bc55e66a31b7108ed61bb6,2021-03-13,INITIAL,INITIAL,National Plant Health Committee,-,Introduces the source-native competence list reserved to the National Plant Health Committee.,-,National Plant Health Committee,"Effective authenticated competence provision; exact actor and source-native function; the exact opinion, approval or resulting act only where this provision requires it.",[],DETERMINISTIC_RULE,NO,-,-,
IT-DLGS-19-2021:Art.7(5):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.7(5),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; later held amendments do not change this admitted substantive authority allocation,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art7!vig=2021-03-13,3ce58d7c9e8cc58c747486cdc45b55a81c3df06eb4bc55e66a31b7108ed61bb6,2021-03-13,INITIAL,INITIAL,Director of the Central Plant Health Service,shall,Implement the approved committee act through an ordinance of the Director of the Central Plant Health Service and publish that ordinance in the Gazzetta Ufficiale.,"Without an approved Article 7(3) act requiring implementation through a central ordinance, this ordinance-and-publication duty does not activate. Missing approval or implementation evidence remains UNKNOWN.",Director of the Central Plant Health Service,"Effective authenticated competence provision; exact actor and source-native function; the exact opinion, approval or resulting act only where this provision requires it.",[],DETERMINISTIC_RULE,NO,-,-,This implementation route reaches the complete Article 7(3) act population. It is not narrowed to Article 7(3)(c).
IT-DLGS-19-2021:Art.8(1):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.8(1),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; held Article 8 text governs the admitted event horizon,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art8!vig=2021-03-13,782eb9608549dd802e022ae4e5402f198cfe265686985d7b62040c7cf7e79756,2021-03-13,INITIAL,INITIAL,CREA-DC national reference institute for plant protection,-,Establishes CREA-DC as the national scientific support institute for National Plant Health Service plant-protection activities.,-,-,Effective Article 8 provision and exact CREA-DC institutional identity.,[],DETERMINISTIC_RULE,NO,-,-,Scientific support does not transfer the central or regional service’s reserved legal decisions.
IT-DLGS-19-2021:Art.8(2)(c):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.8(2)(c),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; held Article 8 text governs the admitted event horizon,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art8!vig=2021-03-13,782eb9608549dd802e022ae4e5402f198cfe265686985d7b62040c7cf7e79756,2021-03-13,INITIAL,INITIAL,CREA-DC national reference institute for plant protection,shall,"Provide the requested diagnosis, confirmatory diagnosis, characterization or taxonomic study as scientific and evidentiary support.","Without a request within CREA-DC competence, this support duty does not activate. Missing request or task-scope evidence remains UNKNOWN.",-,National Plant Health Service request; exact sample or organism; task within CREA-DC competence; analysis or study record and result.,[],DETERMINISTIC_RULE,NO,-,-,The institute supplies evidence. It does not make the regional official-confirmation decision or select eradication or containment.
IT-DLGS-19-2021:Art.9(2):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.9(2),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; held Article 9 text governs the admitted event horizon,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art9!vig=2021-03-13,ab73c0e98c700d02a140d68c321a7dbf4c5e06b6364c3d9de4d7ceb0265208cb,2021-03-13,INITIAL,INITIAL,Phytosanitary Emergency Secretariat,shall,Maintain the technical-operational connection between the National Plant Health Committee and the territorial emergency units.,-,-,"Effective Article 9 provision; exact secretariat, committee and territorial-unit identities; active technical-operational coordination and communication records.",[],DETERMINISTIC_RULE,NO,-,-,"The secretariat coordinates. It does not approve measures, create areas, issue prescriptions or replace territorial decision owners."
IT-DLGS-19-2021:Art.9(4)(a):v1,IT-DLGS-19-2021,IT-DLGS-19-2021:Art.9(4)(a),2021-03-13,,D.lgs. 19/2021 effective 2021-03-13; held Article 9 text governs the admitted event horizon,https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:2021-02-02;19~art9!vig=2021-03-13,ab73c0e98c700d02a140d68c321a7dbf4c5e06b6364c3d9de4d7ceb0265208cb,2021-03-13,INITIAL,INITIAL,Phytosanitary Emergency Secretariat,shall,Coordinate implementation of the plant-health measures contained in the applicable action plan.,"Without the committee request and applicable action-plan measures, this coordination duty does not activate. Missing request or plan evidence remains UNKNOWN.",-,Committee request; effective adopted action plan; exact measures and territorial units; coordination and implementation records.,[],DETERMINISTIC_RULE,NO,-,-,Coordination does not activate the underlying measure and does not transfer its reserved decision owner.
