holding_party_assignment_reference,holding_reference,party_reference,role_kind,bounded_scope,as_of
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0132,PUGLIAOLIVE-HOLDING-0132,PUGLIAOLIVE-MEMBER-0132,current_steward,PUGLIAOLIVE-HOLDING-0132,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0133,PUGLIAOLIVE-HOLDING-0133,PUGLIAOLIVE-MEMBER-0133,current_steward,PUGLIAOLIVE-HOLDING-0133,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0134,PUGLIAOLIVE-HOLDING-0134,PUGLIAOLIVE-MEMBER-0134,current_steward,PUGLIAOLIVE-HOLDING-0134,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0135,PUGLIAOLIVE-HOLDING-0135,PUGLIAOLIVE-MEMBER-0135,current_steward,PUGLIAOLIVE-HOLDING-0135,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0136,PUGLIAOLIVE-HOLDING-0136,PUGLIAOLIVE-MEMBER-0136,current_steward,PUGLIAOLIVE-HOLDING-0136,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0137,PUGLIAOLIVE-HOLDING-0137,PUGLIAOLIVE-MEMBER-0137,current_steward,PUGLIAOLIVE-HOLDING-0137,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0138,PUGLIAOLIVE-HOLDING-0138,PUGLIAOLIVE-MEMBER-0138,current_steward,PUGLIAOLIVE-HOLDING-0138,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0139,PUGLIAOLIVE-HOLDING-0139,PUGLIAOLIVE-MEMBER-0139,current_steward,PUGLIAOLIVE-HOLDING-0139,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0140,PUGLIAOLIVE-HOLDING-0140,PUGLIAOLIVE-MEMBER-0140,current_steward,PUGLIAOLIVE-HOLDING-0140,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0141,PUGLIAOLIVE-HOLDING-0141,PUGLIAOLIVE-MEMBER-0141,current_steward,PUGLIAOLIVE-HOLDING-0141,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0142,PUGLIAOLIVE-HOLDING-0142,PUGLIAOLIVE-MEMBER-0142,current_steward,PUGLIAOLIVE-HOLDING-0142,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0143,PUGLIAOLIVE-HOLDING-0143,PUGLIAOLIVE-MEMBER-0143,current_steward,PUGLIAOLIVE-HOLDING-0143,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0144,PUGLIAOLIVE-HOLDING-0144,PUGLIAOLIVE-MEMBER-0144,current_steward,PUGLIAOLIVE-HOLDING-0144,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0145,PUGLIAOLIVE-HOLDING-0145,PUGLIAOLIVE-MEMBER-0145,current_steward,PUGLIAOLIVE-HOLDING-0145,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0146,PUGLIAOLIVE-HOLDING-0146,PUGLIAOLIVE-MEMBER-0146,current_steward,PUGLIAOLIVE-HOLDING-0146,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0147,PUGLIAOLIVE-HOLDING-0147,PUGLIAOLIVE-MEMBER-0147,current_steward,PUGLIAOLIVE-HOLDING-0147,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0148,PUGLIAOLIVE-HOLDING-0148,PUGLIAOLIVE-MEMBER-0148,current_steward,PUGLIAOLIVE-HOLDING-0148,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0149,PUGLIAOLIVE-HOLDING-0149,PUGLIAOLIVE-MEMBER-0149,current_steward,PUGLIAOLIVE-HOLDING-0149,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0150,PUGLIAOLIVE-HOLDING-0150,PUGLIAOLIVE-MEMBER-0150,current_steward,PUGLIAOLIVE-HOLDING-0150,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0151,PUGLIAOLIVE-HOLDING-0151,PUGLIAOLIVE-MEMBER-0151,current_steward,PUGLIAOLIVE-HOLDING-0151,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0152,PUGLIAOLIVE-HOLDING-0152,PUGLIAOLIVE-MEMBER-0152,current_steward,PUGLIAOLIVE-HOLDING-0152,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0153,PUGLIAOLIVE-HOLDING-0153,PUGLIAOLIVE-MEMBER-0153,current_steward,PUGLIAOLIVE-HOLDING-0153,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0154,PUGLIAOLIVE-HOLDING-0154,PUGLIAOLIVE-MEMBER-0154,current_steward,PUGLIAOLIVE-HOLDING-0154,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0155,PUGLIAOLIVE-HOLDING-0155,PUGLIAOLIVE-MEMBER-0155,current_steward,PUGLIAOLIVE-HOLDING-0155,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0156,PUGLIAOLIVE-HOLDING-0156,PUGLIAOLIVE-MEMBER-0156,current_steward,PUGLIAOLIVE-HOLDING-0156,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0157,PUGLIAOLIVE-HOLDING-0157,PUGLIAOLIVE-MEMBER-0157,current_steward,PUGLIAOLIVE-HOLDING-0157,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0158,PUGLIAOLIVE-HOLDING-0158,PUGLIAOLIVE-MEMBER-0158,current_steward,PUGLIAOLIVE-HOLDING-0158,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0159,PUGLIAOLIVE-HOLDING-0159,PUGLIAOLIVE-MEMBER-0159,current_steward,PUGLIAOLIVE-HOLDING-0159,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0160,PUGLIAOLIVE-HOLDING-0160,PUGLIAOLIVE-MEMBER-0160,current_steward,PUGLIAOLIVE-HOLDING-0160,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0161,PUGLIAOLIVE-HOLDING-0161,PUGLIAOLIVE-MEMBER-0161,current_steward,PUGLIAOLIVE-HOLDING-0161,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0162,PUGLIAOLIVE-HOLDING-0162,PUGLIAOLIVE-MEMBER-0162,current_steward,PUGLIAOLIVE-HOLDING-0162,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0163,PUGLIAOLIVE-HOLDING-0163,PUGLIAOLIVE-MEMBER-0163,current_steward,PUGLIAOLIVE-HOLDING-0163,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0164,PUGLIAOLIVE-HOLDING-0164,PUGLIAOLIVE-MEMBER-0164,current_steward,PUGLIAOLIVE-HOLDING-0164,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0165,PUGLIAOLIVE-HOLDING-0165,PUGLIAOLIVE-MEMBER-0165,current_steward,PUGLIAOLIVE-HOLDING-0165,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0166,PUGLIAOLIVE-HOLDING-0166,PUGLIAOLIVE-MEMBER-0166,current_steward,PUGLIAOLIVE-HOLDING-0166,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0167,PUGLIAOLIVE-HOLDING-0167,PUGLIAOLIVE-MEMBER-0167,current_steward,PUGLIAOLIVE-HOLDING-0167,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0168,PUGLIAOLIVE-HOLDING-0168,PUGLIAOLIVE-MEMBER-0168,current_steward,PUGLIAOLIVE-HOLDING-0168,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0169,PUGLIAOLIVE-HOLDING-0169,PUGLIAOLIVE-MEMBER-0169,current_steward,PUGLIAOLIVE-HOLDING-0169,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0170,PUGLIAOLIVE-HOLDING-0170,PUGLIAOLIVE-MEMBER-0170,current_steward,PUGLIAOLIVE-HOLDING-0170,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0171,PUGLIAOLIVE-HOLDING-0171,PUGLIAOLIVE-MEMBER-0171,current_steward,PUGLIAOLIVE-HOLDING-0171,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0172,PUGLIAOLIVE-HOLDING-0172,PUGLIAOLIVE-MEMBER-0172,current_steward,PUGLIAOLIVE-HOLDING-0172,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0173,PUGLIAOLIVE-HOLDING-0173,PUGLIAOLIVE-MEMBER-0173,current_steward,PUGLIAOLIVE-HOLDING-0173,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0174,PUGLIAOLIVE-HOLDING-0174,PUGLIAOLIVE-MEMBER-0174,current_steward,PUGLIAOLIVE-HOLDING-0174,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0175,PUGLIAOLIVE-HOLDING-0175,PUGLIAOLIVE-MEMBER-0175,current_steward,PUGLIAOLIVE-HOLDING-0175,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0176,PUGLIAOLIVE-HOLDING-0176,PUGLIAOLIVE-MEMBER-0176,current_steward,PUGLIAOLIVE-HOLDING-0176,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0177,PUGLIAOLIVE-HOLDING-0177,PUGLIAOLIVE-MEMBER-0177,current_steward,PUGLIAOLIVE-HOLDING-0177,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0178,PUGLIAOLIVE-HOLDING-0178,PUGLIAOLIVE-MEMBER-0178,current_steward,PUGLIAOLIVE-HOLDING-0178,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0179,PUGLIAOLIVE-HOLDING-0179,PUGLIAOLIVE-MEMBER-0179,current_steward,PUGLIAOLIVE-HOLDING-0179,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0180,PUGLIAOLIVE-HOLDING-0180,PUGLIAOLIVE-MEMBER-0180,current_steward,PUGLIAOLIVE-HOLDING-0180,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0181,PUGLIAOLIVE-HOLDING-0181,PUGLIAOLIVE-MEMBER-0181,current_steward,PUGLIAOLIVE-HOLDING-0181,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0182,PUGLIAOLIVE-HOLDING-0182,PUGLIAOLIVE-MEMBER-0182,current_steward,PUGLIAOLIVE-HOLDING-0182,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0183,PUGLIAOLIVE-HOLDING-0183,PUGLIAOLIVE-MEMBER-0183,current_steward,PUGLIAOLIVE-HOLDING-0183,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0184,PUGLIAOLIVE-HOLDING-0184,PUGLIAOLIVE-MEMBER-0184,current_steward,PUGLIAOLIVE-HOLDING-0184,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0185,PUGLIAOLIVE-HOLDING-0185,PUGLIAOLIVE-MEMBER-0185,current_steward,PUGLIAOLIVE-HOLDING-0185,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0186,PUGLIAOLIVE-HOLDING-0186,PUGLIAOLIVE-MEMBER-0186,current_steward,PUGLIAOLIVE-HOLDING-0186,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0187,PUGLIAOLIVE-HOLDING-0187,PUGLIAOLIVE-MEMBER-0187,current_steward,PUGLIAOLIVE-HOLDING-0187,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0188,PUGLIAOLIVE-HOLDING-0188,PUGLIAOLIVE-MEMBER-0188,current_steward,PUGLIAOLIVE-HOLDING-0188,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0189,PUGLIAOLIVE-HOLDING-0189,PUGLIAOLIVE-MEMBER-0189,current_steward,PUGLIAOLIVE-HOLDING-0189,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0190,PUGLIAOLIVE-HOLDING-0190,PUGLIAOLIVE-MEMBER-0190,current_steward,PUGLIAOLIVE-HOLDING-0190,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0191,PUGLIAOLIVE-HOLDING-0191,PUGLIAOLIVE-MEMBER-0191,current_steward,PUGLIAOLIVE-HOLDING-0191,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0192,PUGLIAOLIVE-HOLDING-0192,PUGLIAOLIVE-MEMBER-0192,current_steward,PUGLIAOLIVE-HOLDING-0192,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0193,PUGLIAOLIVE-HOLDING-0193,PUGLIAOLIVE-MEMBER-0193,current_steward,PUGLIAOLIVE-HOLDING-0193,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0194,PUGLIAOLIVE-HOLDING-0194,PUGLIAOLIVE-MEMBER-0194,current_steward,PUGLIAOLIVE-HOLDING-0194,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0195,PUGLIAOLIVE-HOLDING-0195,PUGLIAOLIVE-MEMBER-0195,current_steward,PUGLIAOLIVE-HOLDING-0195,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0196,PUGLIAOLIVE-HOLDING-0196,PUGLIAOLIVE-MEMBER-0196,current_steward,PUGLIAOLIVE-HOLDING-0196,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0197,PUGLIAOLIVE-HOLDING-0197,PUGLIAOLIVE-MEMBER-0197,current_steward,PUGLIAOLIVE-HOLDING-0197,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0198,PUGLIAOLIVE-HOLDING-0198,PUGLIAOLIVE-MEMBER-0198,current_steward,PUGLIAOLIVE-HOLDING-0198,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0199,PUGLIAOLIVE-HOLDING-0199,PUGLIAOLIVE-MEMBER-0199,current_steward,PUGLIAOLIVE-HOLDING-0199,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0200,PUGLIAOLIVE-HOLDING-0200,PUGLIAOLIVE-MEMBER-0200,current_steward,PUGLIAOLIVE-HOLDING-0200,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0201,PUGLIAOLIVE-HOLDING-0201,PUGLIAOLIVE-MEMBER-0201,current_steward,PUGLIAOLIVE-HOLDING-0201,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0202,PUGLIAOLIVE-HOLDING-0202,PUGLIAOLIVE-MEMBER-0202,current_steward,PUGLIAOLIVE-HOLDING-0202,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0203,PUGLIAOLIVE-HOLDING-0203,PUGLIAOLIVE-MEMBER-0203,current_steward,PUGLIAOLIVE-HOLDING-0203,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0204,PUGLIAOLIVE-HOLDING-0204,PUGLIAOLIVE-MEMBER-0204,current_steward,PUGLIAOLIVE-HOLDING-0204,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0205,PUGLIAOLIVE-HOLDING-0205,PUGLIAOLIVE-MEMBER-0205,current_steward,PUGLIAOLIVE-HOLDING-0205,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0206,PUGLIAOLIVE-HOLDING-0206,PUGLIAOLIVE-MEMBER-0206,current_steward,PUGLIAOLIVE-HOLDING-0206,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0207,PUGLIAOLIVE-HOLDING-0207,PUGLIAOLIVE-MEMBER-0207,current_steward,PUGLIAOLIVE-HOLDING-0207,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0208,PUGLIAOLIVE-HOLDING-0208,PUGLIAOLIVE-MEMBER-0208,current_steward,PUGLIAOLIVE-HOLDING-0208,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0209,PUGLIAOLIVE-HOLDING-0209,PUGLIAOLIVE-MEMBER-0209,current_steward,PUGLIAOLIVE-HOLDING-0209,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0210,PUGLIAOLIVE-HOLDING-0210,PUGLIAOLIVE-MEMBER-0210,current_steward,PUGLIAOLIVE-HOLDING-0210,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0211,PUGLIAOLIVE-HOLDING-0211,PUGLIAOLIVE-MEMBER-0211,current_steward,PUGLIAOLIVE-HOLDING-0211,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0212,PUGLIAOLIVE-HOLDING-0212,PUGLIAOLIVE-MEMBER-0212,current_steward,PUGLIAOLIVE-HOLDING-0212,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0213,PUGLIAOLIVE-HOLDING-0213,PUGLIAOLIVE-MEMBER-0213,current_steward,PUGLIAOLIVE-HOLDING-0213,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0214,PUGLIAOLIVE-HOLDING-0214,PUGLIAOLIVE-MEMBER-0214,current_steward,PUGLIAOLIVE-HOLDING-0214,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0215,PUGLIAOLIVE-HOLDING-0215,PUGLIAOLIVE-MEMBER-0215,current_steward,PUGLIAOLIVE-HOLDING-0215,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0216,PUGLIAOLIVE-HOLDING-0216,PUGLIAOLIVE-MEMBER-0216,current_steward,PUGLIAOLIVE-HOLDING-0216,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0217,PUGLIAOLIVE-HOLDING-0217,PUGLIAOLIVE-MEMBER-0217,current_steward,PUGLIAOLIVE-HOLDING-0217,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0218,PUGLIAOLIVE-HOLDING-0218,PUGLIAOLIVE-MEMBER-0218,current_steward,PUGLIAOLIVE-HOLDING-0218,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0219,PUGLIAOLIVE-HOLDING-0219,PUGLIAOLIVE-MEMBER-0219,current_steward,PUGLIAOLIVE-HOLDING-0219,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0220,PUGLIAOLIVE-HOLDING-0220,PUGLIAOLIVE-MEMBER-0220,current_steward,PUGLIAOLIVE-HOLDING-0220,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0221,PUGLIAOLIVE-HOLDING-0221,PUGLIAOLIVE-MEMBER-0221,current_steward,PUGLIAOLIVE-HOLDING-0221,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0222,PUGLIAOLIVE-HOLDING-0222,PUGLIAOLIVE-MEMBER-0222,current_steward,PUGLIAOLIVE-HOLDING-0222,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0223,PUGLIAOLIVE-HOLDING-0223,PUGLIAOLIVE-MEMBER-0223,current_steward,PUGLIAOLIVE-HOLDING-0223,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0224,PUGLIAOLIVE-HOLDING-0224,PUGLIAOLIVE-MEMBER-0224,current_steward,PUGLIAOLIVE-HOLDING-0224,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0225,PUGLIAOLIVE-HOLDING-0225,PUGLIAOLIVE-MEMBER-0225,current_steward,PUGLIAOLIVE-HOLDING-0225,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0226,PUGLIAOLIVE-HOLDING-0226,PUGLIAOLIVE-MEMBER-0226,current_steward,PUGLIAOLIVE-HOLDING-0226,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0227,PUGLIAOLIVE-HOLDING-0227,PUGLIAOLIVE-MEMBER-0227,current_steward,PUGLIAOLIVE-HOLDING-0227,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0228,PUGLIAOLIVE-HOLDING-0228,PUGLIAOLIVE-MEMBER-0228,current_steward,PUGLIAOLIVE-HOLDING-0228,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0229,PUGLIAOLIVE-HOLDING-0229,PUGLIAOLIVE-MEMBER-0229,current_steward,PUGLIAOLIVE-HOLDING-0229,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0230,PUGLIAOLIVE-HOLDING-0230,PUGLIAOLIVE-MEMBER-0230,current_steward,PUGLIAOLIVE-HOLDING-0230,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0231,PUGLIAOLIVE-HOLDING-0231,PUGLIAOLIVE-MEMBER-0231,current_steward,PUGLIAOLIVE-HOLDING-0231,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0232,PUGLIAOLIVE-HOLDING-0232,PUGLIAOLIVE-MEMBER-0232,current_steward,PUGLIAOLIVE-HOLDING-0232,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0233,PUGLIAOLIVE-HOLDING-0233,PUGLIAOLIVE-MEMBER-0233,current_steward,PUGLIAOLIVE-HOLDING-0233,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0234,PUGLIAOLIVE-HOLDING-0234,PUGLIAOLIVE-MEMBER-0234,current_steward,PUGLIAOLIVE-HOLDING-0234,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0235,PUGLIAOLIVE-HOLDING-0235,PUGLIAOLIVE-MEMBER-0235,current_steward,PUGLIAOLIVE-HOLDING-0235,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0236,PUGLIAOLIVE-HOLDING-0236,PUGLIAOLIVE-MEMBER-0236,current_steward,PUGLIAOLIVE-HOLDING-0236,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0237,PUGLIAOLIVE-HOLDING-0237,PUGLIAOLIVE-MEMBER-0237,current_steward,PUGLIAOLIVE-HOLDING-0237,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0238,PUGLIAOLIVE-HOLDING-0238,PUGLIAOLIVE-MEMBER-0238,current_steward,PUGLIAOLIVE-HOLDING-0238,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0239,PUGLIAOLIVE-HOLDING-0239,PUGLIAOLIVE-MEMBER-0239,current_steward,PUGLIAOLIVE-HOLDING-0239,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0240,PUGLIAOLIVE-HOLDING-0240,PUGLIAOLIVE-MEMBER-0240,current_steward,PUGLIAOLIVE-HOLDING-0240,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0241,PUGLIAOLIVE-HOLDING-0241,PUGLIAOLIVE-MEMBER-0241,current_steward,PUGLIAOLIVE-HOLDING-0241,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0242,PUGLIAOLIVE-HOLDING-0242,PUGLIAOLIVE-MEMBER-0242,current_steward,PUGLIAOLIVE-HOLDING-0242,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0243,PUGLIAOLIVE-HOLDING-0243,PUGLIAOLIVE-MEMBER-0243,current_steward,PUGLIAOLIVE-HOLDING-0243,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0244,PUGLIAOLIVE-HOLDING-0244,PUGLIAOLIVE-MEMBER-0244,current_steward,PUGLIAOLIVE-HOLDING-0244,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0245,PUGLIAOLIVE-HOLDING-0245,PUGLIAOLIVE-MEMBER-0245,current_steward,PUGLIAOLIVE-HOLDING-0245,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0246,PUGLIAOLIVE-HOLDING-0246,PUGLIAOLIVE-MEMBER-0246,current_steward,PUGLIAOLIVE-HOLDING-0246,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0247,PUGLIAOLIVE-HOLDING-0247,PUGLIAOLIVE-MEMBER-0247,current_steward,PUGLIAOLIVE-HOLDING-0247,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0248,PUGLIAOLIVE-HOLDING-0248,PUGLIAOLIVE-MEMBER-0248,current_steward,PUGLIAOLIVE-HOLDING-0248,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0249,PUGLIAOLIVE-HOLDING-0249,PUGLIAOLIVE-MEMBER-0249,current_steward,PUGLIAOLIVE-HOLDING-0249,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0250,PUGLIAOLIVE-HOLDING-0250,PUGLIAOLIVE-MEMBER-0250,current_steward,PUGLIAOLIVE-HOLDING-0250,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0251,PUGLIAOLIVE-HOLDING-0251,PUGLIAOLIVE-MEMBER-0251,current_steward,PUGLIAOLIVE-HOLDING-0251,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0252,PUGLIAOLIVE-HOLDING-0252,PUGLIAOLIVE-MEMBER-0252,current_steward,PUGLIAOLIVE-HOLDING-0252,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0253,PUGLIAOLIVE-HOLDING-0253,PUGLIAOLIVE-MEMBER-0253,current_steward,PUGLIAOLIVE-HOLDING-0253,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0254,PUGLIAOLIVE-HOLDING-0254,PUGLIAOLIVE-MEMBER-0254,current_steward,PUGLIAOLIVE-HOLDING-0254,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0255,PUGLIAOLIVE-HOLDING-0255,PUGLIAOLIVE-MEMBER-0255,current_steward,PUGLIAOLIVE-HOLDING-0255,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0256,PUGLIAOLIVE-HOLDING-0256,PUGLIAOLIVE-MEMBER-0256,current_steward,PUGLIAOLIVE-HOLDING-0256,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0257,PUGLIAOLIVE-HOLDING-0257,PUGLIAOLIVE-MEMBER-0257,current_steward,PUGLIAOLIVE-HOLDING-0257,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0258,PUGLIAOLIVE-HOLDING-0258,PUGLIAOLIVE-MEMBER-0258,current_steward,PUGLIAOLIVE-HOLDING-0258,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0259,PUGLIAOLIVE-HOLDING-0259,PUGLIAOLIVE-MEMBER-0259,current_steward,PUGLIAOLIVE-HOLDING-0259,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0260,PUGLIAOLIVE-HOLDING-0260,PUGLIAOLIVE-MEMBER-0260,current_steward,PUGLIAOLIVE-HOLDING-0260,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0261,PUGLIAOLIVE-HOLDING-0261,PUGLIAOLIVE-MEMBER-0261,current_steward,PUGLIAOLIVE-HOLDING-0261,2026-08-24
PUGLIAOLIVE-HOLDING-ASSIGNMENT-0262,PUGLIAOLIVE-HOLDING-0262,PUGLIAOLIVE-MEMBER-0262,current_steward,PUGLIAOLIVE-HOLDING-0262,2026-08-24
