position_ref,order_ref,comune,foglio,particella,parcel_ref,holder_named_in_annex,basis,subject_resolution
DET-11-2026-FITO:TRIGGIANO:8:551,DET-11-2026-FITO,Triggiano,8,551,L425_000800.551,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:538,DET-11-2026-FITO,Triggiano,8,538,L425_000800.538,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:536,DET-11-2026-FITO,Triggiano,8,536,L425_000800.536,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:174,DET-11-2026-FITO,Triggiano,8,174,L425_000800.174,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:173,DET-11-2026-FITO,Triggiano,8,173,L425_000800.173,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:172,DET-11-2026-FITO,Triggiano,8,172,L425_000800.172,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:171,DET-11-2026-FITO,Triggiano,8,171,L425_000800.171,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:170,DET-11-2026-FITO,Triggiano,8,170,L425_000800.170,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:609,DET-11-2026-FITO,Triggiano,8,609,L425_000800.609,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:607,DET-11-2026-FITO,Triggiano,8,607,L425_000800.607,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:606,DET-11-2026-FITO,Triggiano,8,606,L425_000800.606,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:966,DET-11-2026-FITO,Triggiano,8,966,L425_000800.966,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:965,DET-11-2026-FITO,Triggiano,8,965,L425_000800.965,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:964,DET-11-2026-FITO,Triggiano,8,964,L425_000800.964,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:963,DET-11-2026-FITO,Triggiano,8,963,L425_000800.963,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:962,DET-11-2026-FITO,Triggiano,8,962,L425_000800.962,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:961,DET-11-2026-FITO,Triggiano,8,961,L425_000800.961,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:960,DET-11-2026-FITO,Triggiano,8,960,L425_000800.960,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:169,DET-11-2026-FITO,Triggiano,8,169,L425_000800.169,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:168,DET-11-2026-FITO,Triggiano,8,168,L425_000800.168,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:167,DET-11-2026-FITO,Triggiano,8,167,L425_000800.167,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:166,DET-11-2026-FITO,Triggiano,8,166,L425_000800.166,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:959,DET-11-2026-FITO,Triggiano,8,959,L425_000800.959,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:958,DET-11-2026-FITO,Triggiano,8,958,L425_000800.958,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:535,DET-11-2026-FITO,Triggiano,8,535,L425_000800.535,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:534,DET-11-2026-FITO,Triggiano,8,534,L425_000800.534,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:533,DET-11-2026-FITO,Triggiano,8,533,L425_000800.533,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:531,DET-11-2026-FITO,Triggiano,8,531,L425_000800.531,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:530,DET-11-2026-FITO,Triggiano,8,530,L425_000800.530,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:890,DET-11-2026-FITO,Triggiano,8,890,L425_000800.890,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:888,DET-11-2026-FITO,Triggiano,8,888,L425_000800.888,False,Named in the determination's Allegato 1/B,The annex names no holder for this parcel.
DET-11-2026-FITO:TRIGGIANO:8:957,DET-11-2026-FITO,Triggiano,8,957,L425_000800.957,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:956,DET-11-2026-FITO,Triggiano,8,956,L425_000800.956,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:955,DET-11-2026-FITO,Triggiano,8,955,L425_000800.955,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:954,DET-11-2026-FITO,Triggiano,8,954,L425_000800.954,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:953,DET-11-2026-FITO,Triggiano,8,953,L425_000800.953,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:952,DET-11-2026-FITO,Triggiano,8,952,L425_000800.952,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:951,DET-11-2026-FITO,Triggiano,8,951,L425_000800.951,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:950,DET-11-2026-FITO,Triggiano,8,950,L425_000800.950,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:158,DET-11-2026-FITO,Triggiano,8,158,L425_000800.158,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:157,DET-11-2026-FITO,Triggiano,8,157,L425_000800.157,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:150,DET-11-2026-FITO,Triggiano,8,150,L425_000800.150,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:949,DET-11-2026-FITO,Triggiano,8,949,L425_000800.949,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:948,DET-11-2026-FITO,Triggiano,8,948,L425_000800.948,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:947,DET-11-2026-FITO,Triggiano,8,947,L425_000800.947,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:946,DET-11-2026-FITO,Triggiano,8,946,L425_000800.946,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:945,DET-11-2026-FITO,Triggiano,8,945,L425_000800.945,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:944,DET-11-2026-FITO,Triggiano,8,944,L425_000800.944,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:943,DET-11-2026-FITO,Triggiano,8,943,L425_000800.943,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:942,DET-11-2026-FITO,Triggiano,8,942,L425_000800.942,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:941,DET-11-2026-FITO,Triggiano,8,941,L425_000800.941,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:884,DET-11-2026-FITO,Triggiano,8,884,L425_000800.884,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:883,DET-11-2026-FITO,Triggiano,8,883,L425_000800.883,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:521,DET-11-2026-FITO,Triggiano,8,521,L425_000800.521,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:520,DET-11-2026-FITO,Triggiano,8,520,L425_000800.520,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:519,DET-11-2026-FITO,Triggiano,8,519,L425_000800.519,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:518,DET-11-2026-FITO,Triggiano,8,518,L425_000800.518,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:517,DET-11-2026-FITO,Triggiano,8,517,L425_000800.517,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:516,DET-11-2026-FITO,Triggiano,8,516,L425_000800.516,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:515,DET-11-2026-FITO,Triggiano,8,515,L425_000800.515,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:514,DET-11-2026-FITO,Triggiano,8,514,L425_000800.514,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:513,DET-11-2026-FITO,Triggiano,8,513,L425_000800.513,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:512,DET-11-2026-FITO,Triggiano,8,512,L425_000800.512,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:511,DET-11-2026-FITO,Triggiano,8,511,L425_000800.511,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:510,DET-11-2026-FITO,Triggiano,8,510,L425_000800.510,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:940,DET-11-2026-FITO,Triggiano,8,940,L425_000800.940,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:149,DET-11-2026-FITO,Triggiano,8,149,L425_000800.149,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:148,DET-11-2026-FITO,Triggiano,8,148,L425_000800.148,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:147,DET-11-2026-FITO,Triggiano,8,147,L425_000800.147,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:146,DET-11-2026-FITO,Triggiano,8,146,L425_000800.146,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:145,DET-11-2026-FITO,Triggiano,8,145,L425_000800.145,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:144,DET-11-2026-FITO,Triggiano,8,144,L425_000800.144,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:143,DET-11-2026-FITO,Triggiano,8,143,L425_000800.143,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:142,DET-11-2026-FITO,Triggiano,8,142,L425_000800.142,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:141,DET-11-2026-FITO,Triggiano,8,141,L425_000800.141,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:140,DET-11-2026-FITO,Triggiano,8,140,L425_000800.140,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:939,DET-11-2026-FITO,Triggiano,8,939,L425_000800.939,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:938,DET-11-2026-FITO,Triggiano,8,938,L425_000800.938,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:937,DET-11-2026-FITO,Triggiano,8,937,L425_000800.937,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:936,DET-11-2026-FITO,Triggiano,8,936,L425_000800.936,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:935,DET-11-2026-FITO,Triggiano,8,935,L425_000800.935,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:934,DET-11-2026-FITO,Triggiano,8,934,L425_000800.934,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:933,DET-11-2026-FITO,Triggiano,8,933,L425_000800.933,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:932,DET-11-2026-FITO,Triggiano,8,932,L425_000800.932,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:139,DET-11-2026-FITO,Triggiano,8,139,L425_000800.139,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:499,DET-11-2026-FITO,Triggiano,8,499,L425_000800.499,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:138,DET-11-2026-FITO,Triggiano,8,138,L425_000800.138,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:8:137,DET-11-2026-FITO,Triggiano,8,137,L425_000800.137,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:162,DET-11-2026-FITO,Triggiano,10,162,L425_001000.162,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:161,DET-11-2026-FITO,Triggiano,10,161,L425_001000.161,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:160,DET-11-2026-FITO,Triggiano,10,160,L425_001000.160,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:559,DET-11-2026-FITO,Triggiano,10,559,L425_001000.559,False,Named in the determination's Allegato 1/B,The annex names no holder for this parcel.
DET-11-2026-FITO:TRIGGIANO:10:558,DET-11-2026-FITO,Triggiano,10,558,L425_001000.558,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:557,DET-11-2026-FITO,Triggiano,10,557,L425_001000.557,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:556,DET-11-2026-FITO,Triggiano,10,556,L425_001000.556,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:555,DET-11-2026-FITO,Triggiano,10,555,L425_001000.555,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:554,DET-11-2026-FITO,Triggiano,10,554,L425_001000.554,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:553,DET-11-2026-FITO,Triggiano,10,553,L425_001000.553,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:551,DET-11-2026-FITO,Triggiano,10,551,L425_001000.551,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:550,DET-11-2026-FITO,Triggiano,10,550,L425_001000.550,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:159,DET-11-2026-FITO,Triggiano,10,159,L425_001000.159,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:158,DET-11-2026-FITO,Triggiano,10,158,L425_001000.158,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:156,DET-11-2026-FITO,Triggiano,10,156,L425_001000.156,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:152,DET-11-2026-FITO,Triggiano,10,152,L425_001000.152,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:151,DET-11-2026-FITO,Triggiano,10,151,L425_001000.151,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:150,DET-11-2026-FITO,Triggiano,10,150,L425_001000.150,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:549,DET-11-2026-FITO,Triggiano,10,549,L425_001000.549,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:548,DET-11-2026-FITO,Triggiano,10,548,L425_001000.548,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:547,DET-11-2026-FITO,Triggiano,10,547,L425_001000.547,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:546,DET-11-2026-FITO,Triggiano,10,546,L425_001000.546,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:100,DET-11-2026-FITO,Triggiano,10,100,L425_001000.100,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:99,DET-11-2026-FITO,Triggiano,10,99,L425_001000.99,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:98,DET-11-2026-FITO,Triggiano,10,98,L425_001000.98,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:362,DET-11-2026-FITO,Triggiano,10,362,L425_001000.362,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:360,DET-11-2026-FITO,Triggiano,10,360,L425_001000.360,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:39,DET-11-2026-FITO,Triggiano,10,39,L425_001000.39,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:38,DET-11-2026-FITO,Triggiano,10,38,L425_001000.38,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:37,DET-11-2026-FITO,Triggiano,10,37,L425_001000.37,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:36,DET-11-2026-FITO,Triggiano,10,36,L425_001000.36,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:35,DET-11-2026-FITO,Triggiano,10,35,L425_001000.35,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:33,DET-11-2026-FITO,Triggiano,10,33,L425_001000.33,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:31,DET-11-2026-FITO,Triggiano,10,31,L425_001000.31,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:30,DET-11-2026-FITO,Triggiano,10,30,L425_001000.30,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:358,DET-11-2026-FITO,Triggiano,10,358,L425_001000.358,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:357,DET-11-2026-FITO,Triggiano,10,357,L425_001000.357,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:356,DET-11-2026-FITO,Triggiano,10,356,L425_001000.356,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:355,DET-11-2026-FITO,Triggiano,10,355,L425_001000.355,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:354,DET-11-2026-FITO,Triggiano,10,354,L425_001000.354,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:353,DET-11-2026-FITO,Triggiano,10,353,L425_001000.353,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:352,DET-11-2026-FITO,Triggiano,10,352,L425_001000.352,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:351,DET-11-2026-FITO,Triggiano,10,351,L425_001000.351,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:350,DET-11-2026-FITO,Triggiano,10,350,L425_001000.350,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:631,DET-11-2026-FITO,Triggiano,10,631,L425_001000.631,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:598,DET-11-2026-FITO,Triggiano,10,598,L425_001000.598,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:239,DET-11-2026-FITO,Triggiano,10,239,L425_001000.239,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:630,DET-11-2026-FITO,Triggiano,10,630,L425_001000.630,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:597,DET-11-2026-FITO,Triggiano,10,597,L425_001000.597,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:238,DET-11-2026-FITO,Triggiano,10,238,L425_001000.238,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:596,DET-11-2026-FITO,Triggiano,10,596,L425_001000.596,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:237,DET-11-2026-FITO,Triggiano,10,237,L425_001000.237,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:595,DET-11-2026-FITO,Triggiano,10,595,L425_001000.595,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:236,DET-11-2026-FITO,Triggiano,10,236,L425_001000.236,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:594,DET-11-2026-FITO,Triggiano,10,594,L425_001000.594,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:235,DET-11-2026-FITO,Triggiano,10,235,L425_001000.235,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:327,DET-11-2026-FITO,Triggiano,10,327,L425_001000.327,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:329,DET-11-2026-FITO,Triggiano,10,329,L425_001000.329,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:328,DET-11-2026-FITO,Triggiano,10,328,L425_001000.328,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:685,DET-11-2026-FITO,Triggiano,10,685,L425_001000.685,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:304,DET-11-2026-FITO,Triggiano,10,304,L425_001000.304,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
DET-11-2026-FITO:TRIGGIANO:10:303,DET-11-2026-FITO,Triggiano,10,303,L425_001000.303,True,Named in the determination's Allegato 1/B,A holder is named in the annex. The identity is not stored here.
